,Propositions
1970,"red = 10 , blue = 10 , purple = 50 , yellow = 10"
1971,"red = 10 , blue = 10 , purple = 50 , yellow = 20"
1972,"red = 10 , blue = 10 , purple = 50 , yellow = 30"
1973,"red = 10 , blue = 10 , purple = 50 , yellow = 40"
1974,"red = 10 , blue = 10 , purple = 50 , yellow = 50"
1975,"red = 10 , blue = 20 , green = 10 , purple = 10"
1976,"red = 10 , blue = 20 , green = 10 , purple = 20"
1977,"red = 10 , blue = 20 , green = 10 , purple = 30"
1978,"red = 10 , blue = 20 , green = 10 , purple = 40"
1979,"red = 10 , blue = 20 , green = 10 , purple = 50"
1980,"red = 10 , blue = 20 , green = 10 , yellow = 10"
1981,"red = 10 , blue = 20 , green = 10 , yellow = 20"
1982,"red = 10 , blue = 20 , green = 10 , yellow = 30"
1983,"red = 10 , blue = 20 , green = 10 , yellow = 40"
1984,"red = 10 , blue = 20 , green = 10 , yellow = 50"
1985,"red = 10 , blue = 20 , green = 20 , purple = 10"
1986,"red = 10 , blue = 20 , green = 20 , purple = 20"
1987,"red = 10 , blue = 20 , green = 20 , purple = 30"
1988,"red = 10 , blue = 20 , green = 20 , purple = 40"
1989,"red = 10 , blue = 20 , green = 20 , purple = 50"
1990,"red = 10 , blue = 20 , green = 20 , yellow = 10"
1991,"red = 10 , blue = 20 , green = 20 , yellow = 20"
1992,"red = 10 , blue = 20 , green = 20 , yellow = 30"
1993,"red = 10 , blue = 20 , green = 20 , yellow = 40"
1994,"red = 10 , blue = 20 , green = 20 , yellow = 50"
1995,"red = 10 , blue = 20 , green = 30 , purple = 10"
1996,"red = 10 , blue = 20 , green = 30 , purple = 20"
1997,"red = 10 , blue = 20 , green = 30 , purple = 30"
1998,"red = 10 , blue = 20 , green = 30 , purple = 40"
1999,"red = 10 , blue = 20 , green = 30 , purple = 50"
2000,"red = 10 , blue = 20 , green = 30 , yellow = 10"
2001,"red = 10 , blue = 20 , green = 30 , yellow = 20"
2002,"red = 10 , blue = 20 , green = 30 , yellow = 30"
2003,"red = 10 , blue = 20 , green = 30 , yellow = 40"
2004,"red = 10 , blue = 20 , green = 30 , yellow = 50"
2005,"red = 10 , blue = 20 , green = 40 , purple = 10"
2006,"red = 10 , blue = 20 , green = 40 , purple = 20"
2007,"red = 10 , blue = 20 , green = 40 , purple = 30"
2008,"red = 10 , blue = 20 , green = 40 , purple = 40"
2009,"red = 10 , blue = 20 , green = 40 , purple = 50"
2010,"red = 10 , blue = 20 , green = 40 , yellow = 10"
2011,"red = 10 , blue = 20 , green = 40 , yellow = 20"
2012,"red = 10 , blue = 20 , green = 40 , yellow = 30"
2013,"red = 10 , blue = 20 , green = 40 , yellow = 40"
2014,"red = 10 , blue = 20 , green = 40 , yellow = 50"
2015,"red = 10 , blue = 20 , green = 50 , purple = 10"
2016,"red = 10 , blue = 20 , green = 50 , purple = 20"
2017,"red = 10 , blue = 20 , green = 50 , purple = 30"
2018,"red = 10 , blue = 20 , green = 50 , purple = 40"
2019,"red = 10 , blue = 20 , green = 50 , purple = 50"
2020,"red = 10 , blue = 20 , green = 50 , yellow = 10"
2021,"red = 10 , blue = 20 , green = 50 , yellow = 20"
2022,"red = 10 , blue = 20 , green = 50 , yellow = 30"
2023,"red = 10 , blue = 20 , green = 50 , yellow = 40"
2024,"red = 10 , blue = 20 , green = 50 , yellow = 50"
2025,"red = 10 , blue = 20 , purple = 10 , yellow = 10"
2026,"red = 10 , blue = 20 , purple = 10 , yellow = 20"
2027,"red = 10 , blue = 20 , purple = 10 , yellow = 30"
2028,"red = 10 , blue = 20 , purple = 10 , yellow = 40"
2029,"red = 10 , blue = 20 , purple = 10 , yellow = 50"
2030,"red = 10 , blue = 20 , purple = 20 , yellow = 10"
2031,"red = 10 , blue = 20 , purple = 20 , yellow = 20"
2032,"red = 10 , blue = 20 , purple = 20 , yellow = 30"
2033,"red = 10 , blue = 20 , purple = 20 , yellow = 40"
2034,"red = 10 , blue = 20 , purple = 20 , yellow = 50"
2035,"red = 10 , blue = 20 , purple = 30 , yellow = 10"
2036,"red = 10 , blue = 20 , purple = 30 , yellow = 20"
2037,"red = 10 , blue = 20 , purple = 30 , yellow = 30"
2038,"red = 10 , blue = 20 , purple = 30 , yellow = 40"
2039,"red = 10 , blue = 20 , purple = 30 , yellow = 50"
2040,"red = 10 , blue = 20 , purple = 40 , yellow = 10"
2041,"red = 10 , blue = 20 , purple = 40 , yellow = 20"
2042,"red = 10 , blue = 20 , purple = 40 , yellow = 30"
2043,"red = 10 , blue = 20 , purple = 40 , yellow = 40"
2044,"red = 10 , blue = 20 , purple = 40 , yellow = 50"
2045,"red = 10 , blue = 20 , purple = 50 , yellow = 10"
2046,"red = 10 , blue = 20 , purple = 50 , yellow = 20"
2047,"red = 10 , blue = 20 , purple = 50 , yellow = 30"
2048,"red = 10 , blue = 20 , purple = 50 , yellow = 40"
2049,"red = 10 , blue = 20 , purple = 50 , yellow = 50"
2050,"red = 10 , blue = 30 , green = 10 , purple = 10"
2051,"red = 10 , blue = 30 , green = 10 , purple = 20"
2052,"red = 10 , blue = 30 , green = 10 , purple = 30"
2053,"red = 10 , blue = 30 , green = 10 , purple = 40"
2054,"red = 10 , blue = 30 , green = 10 , purple = 50"
2055,"red = 10 , blue = 30 , green = 10 , yellow = 10"
2056,"red = 10 , blue = 30 , green = 10 , yellow = 20"
2057,"red = 10 , blue = 30 , green = 10 , yellow = 30"
2058,"red = 10 , blue = 30 , green = 10 , yellow = 40"
2059,"red = 10 , blue = 30 , green = 10 , yellow = 50"
2060,"red = 10 , blue = 30 , green = 20 , purple = 10"
2061,"red = 10 , blue = 30 , green = 20 , purple = 20"
2062,"red = 10 , blue = 30 , green = 20 , purple = 30"
2063,"red = 10 , blue = 30 , green = 20 , purple = 40"
2064,"red = 10 , blue = 30 , green = 20 , purple = 50"
2065,"red = 10 , blue = 30 , green = 20 , yellow = 10"
2066,"red = 10 , blue = 30 , green = 20 , yellow = 20"
2067,"red = 10 , blue = 30 , green = 20 , yellow = 30"
2068,"red = 10 , blue = 30 , green = 20 , yellow = 40"
2069,"red = 10 , blue = 30 , green = 20 , yellow = 50"
2070,"red = 10 , blue = 30 , green = 30 , purple = 10"
2071,"red = 10 , blue = 30 , green = 30 , purple = 20"
2072,"red = 10 , blue = 30 , green = 30 , purple = 30"
2073,"red = 10 , blue = 30 , green = 30 , purple = 40"
2074,"red = 10 , blue = 30 , green = 30 , purple = 50"
2075,"red = 10 , blue = 30 , green = 30 , yellow = 10"
2076,"red = 10 , blue = 30 , green = 30 , yellow = 20"
2077,"red = 10 , blue = 30 , green = 30 , yellow = 30"
2078,"red = 10 , blue = 30 , green = 30 , yellow = 40"
2079,"red = 10 , blue = 30 , green = 30 , yellow = 50"
2080,"red = 10 , blue = 30 , green = 40 , purple = 10"
2081,"red = 10 , blue = 30 , green = 40 , purple = 20"
2082,"red = 10 , blue = 30 , green = 40 , purple = 30"
2083,"red = 10 , blue = 30 , green = 40 , purple = 40"
2084,"red = 10 , blue = 30 , green = 40 , purple = 50"
2085,"red = 10 , blue = 30 , green = 40 , yellow = 10"
2086,"red = 10 , blue = 30 , green = 40 , yellow = 20"
2087,"red = 10 , blue = 30 , green = 40 , yellow = 30"
2088,"red = 10 , blue = 30 , green = 40 , yellow = 40"
2089,"red = 10 , blue = 30 , green = 40 , yellow = 50"
2090,"red = 10 , blue = 30 , green = 50 , purple = 10"
2091,"red = 10 , blue = 30 , green = 50 , purple = 20"
2092,"red = 10 , blue = 30 , green = 50 , purple = 30"
2093,"red = 10 , blue = 30 , green = 50 , purple = 40"
2094,"red = 10 , blue = 30 , green = 50 , purple = 50"
2095,"red = 10 , blue = 30 , green = 50 , yellow = 10"
2096,"red = 10 , blue = 30 , green = 50 , yellow = 20"
2097,"red = 10 , blue = 30 , green = 50 , yellow = 30"
2098,"red = 10 , blue = 30 , green = 50 , yellow = 40"
2099,"red = 10 , blue = 30 , green = 50 , yellow = 50"
2100,"red = 10 , blue = 30 , purple = 10 , yellow = 10"
2101,"red = 10 , blue = 30 , purple = 10 , yellow = 20"
2102,"red = 10 , blue = 30 , purple = 10 , yellow = 30"
2103,"red = 10 , blue = 30 , purple = 10 , yellow = 40"
2104,"red = 10 , blue = 30 , purple = 10 , yellow = 50"
2105,"red = 10 , blue = 30 , purple = 20 , yellow = 10"
2106,"red = 10 , blue = 30 , purple = 20 , yellow = 20"
2107,"red = 10 , blue = 30 , purple = 20 , yellow = 30"
2108,"red = 10 , blue = 30 , purple = 20 , yellow = 40"
2109,"red = 10 , blue = 30 , purple = 20 , yellow = 50"
2110,"red = 10 , blue = 30 , purple = 30 , yellow = 10"
2111,"red = 10 , blue = 30 , purple = 30 , yellow = 20"
2112,"red = 10 , blue = 30 , purple = 30 , yellow = 30"
2113,"red = 10 , blue = 30 , purple = 30 , yellow = 40"
2114,"red = 10 , blue = 30 , purple = 30 , yellow = 50"
2115,"red = 10 , blue = 30 , purple = 40 , yellow = 10"
2116,"red = 10 , blue = 30 , purple = 40 , yellow = 20"
2117,"red = 10 , blue = 30 , purple = 40 , yellow = 30"
2118,"red = 10 , blue = 30 , purple = 40 , yellow = 40"
2119,"red = 10 , blue = 30 , purple = 40 , yellow = 50"
2120,"red = 10 , blue = 30 , purple = 50 , yellow = 10"
2121,"red = 10 , blue = 30 , purple = 50 , yellow = 20"
2122,"red = 10 , blue = 30 , purple = 50 , yellow = 30"
2123,"red = 10 , blue = 30 , purple = 50 , yellow = 40"
2124,"red = 10 , blue = 30 , purple = 50 , yellow = 50"
2125,"red = 10 , blue = 40 , green = 10 , purple = 10"
2126,"red = 10 , blue = 40 , green = 10 , purple = 20"
2127,"red = 10 , blue = 40 , green = 10 , purple = 30"
2128,"red = 10 , blue = 40 , green = 10 , purple = 40"
2129,"red = 10 , blue = 40 , green = 10 , purple = 50"
2130,"red = 10 , blue = 40 , green = 10 , yellow = 10"
2131,"red = 10 , blue = 40 , green = 10 , yellow = 20"
2132,"red = 10 , blue = 40 , green = 10 , yellow = 30"
2133,"red = 10 , blue = 40 , green = 10 , yellow = 40"
2134,"red = 10 , blue = 40 , green = 10 , yellow = 50"
2135,"red = 10 , blue = 40 , green = 20 , purple = 10"
2136,"red = 10 , blue = 40 , green = 20 , purple = 20"
2137,"red = 10 , blue = 40 , green = 20 , purple = 30"
2138,"red = 10 , blue = 40 , green = 20 , purple = 40"
2139,"red = 10 , blue = 40 , green = 20 , purple = 50"
2140,"red = 10 , blue = 40 , green = 20 , yellow = 10"
2141,"red = 10 , blue = 40 , green = 20 , yellow = 20"
2142,"red = 10 , blue = 40 , green = 20 , yellow = 30"
2143,"red = 10 , blue = 40 , green = 20 , yellow = 40"
2144,"red = 10 , blue = 40 , green = 20 , yellow = 50"
2145,"red = 10 , blue = 40 , green = 30 , purple = 10"
2146,"red = 10 , blue = 40 , green = 30 , purple = 20"
2147,"red = 10 , blue = 40 , green = 30 , purple = 30"
2148,"red = 10 , blue = 40 , green = 30 , purple = 40"
2149,"red = 10 , blue = 40 , green = 30 , purple = 50"
2150,"red = 10 , blue = 40 , green = 30 , yellow = 10"
2151,"red = 10 , blue = 40 , green = 30 , yellow = 20"
2152,"red = 10 , blue = 40 , green = 30 , yellow = 30"
2153,"red = 10 , blue = 40 , green = 30 , yellow = 40"
2154,"red = 10 , blue = 40 , green = 30 , yellow = 50"
2155,"red = 10 , blue = 40 , green = 40 , purple = 10"
2156,"red = 10 , blue = 40 , green = 40 , purple = 20"
2157,"red = 10 , blue = 40 , green = 40 , purple = 30"
2158,"red = 10 , blue = 40 , green = 40 , purple = 40"
2159,"red = 10 , blue = 40 , green = 40 , purple = 50"
2160,"red = 10 , blue = 40 , green = 40 , yellow = 10"
2161,"red = 10 , blue = 40 , green = 40 , yellow = 20"
2162,"red = 10 , blue = 40 , green = 40 , yellow = 30"
2163,"red = 10 , blue = 40 , green = 40 , yellow = 40"
2164,"red = 10 , blue = 40 , green = 40 , yellow = 50"
2165,"red = 10 , blue = 40 , green = 50 , purple = 10"
2166,"red = 10 , blue = 40 , green = 50 , purple = 20"
2167,"red = 10 , blue = 40 , green = 50 , purple = 30"
2168,"red = 10 , blue = 40 , green = 50 , purple = 40"
2169,"red = 10 , blue = 40 , green = 50 , purple = 50"
2170,"red = 10 , blue = 40 , green = 50 , yellow = 10"
2171,"red = 10 , blue = 40 , green = 50 , yellow = 20"
2172,"red = 10 , blue = 40 , green = 50 , yellow = 30"
2173,"red = 10 , blue = 40 , green = 50 , yellow = 40"
2174,"red = 10 , blue = 40 , green = 50 , yellow = 50"
2175,"red = 10 , blue = 40 , purple = 10 , yellow = 10"
2176,"red = 10 , blue = 40 , purple = 10 , yellow = 20"
2177,"red = 10 , blue = 40 , purple = 10 , yellow = 30"
2178,"red = 10 , blue = 40 , purple = 10 , yellow = 40"
2179,"red = 10 , blue = 40 , purple = 10 , yellow = 50"
2180,"red = 10 , blue = 40 , purple = 20 , yellow = 10"
2181,"red = 10 , blue = 40 , purple = 20 , yellow = 20"
2182,"red = 10 , blue = 40 , purple = 20 , yellow = 30"
2183,"red = 10 , blue = 40 , purple = 20 , yellow = 40"
2184,"red = 10 , blue = 40 , purple = 20 , yellow = 50"
2185,"red = 10 , blue = 40 , purple = 30 , yellow = 10"
2186,"red = 10 , blue = 40 , purple = 30 , yellow = 20"
2187,"red = 10 , blue = 40 , purple = 30 , yellow = 30"
2188,"red = 10 , blue = 40 , purple = 30 , yellow = 40"
2189,"red = 10 , blue = 40 , purple = 30 , yellow = 50"
2190,"red = 10 , blue = 40 , purple = 40 , yellow = 10"
2191,"red = 10 , blue = 40 , purple = 40 , yellow = 20"
2192,"red = 10 , blue = 40 , purple = 40 , yellow = 30"
2193,"red = 10 , blue = 40 , purple = 40 , yellow = 40"
2194,"red = 10 , blue = 40 , purple = 40 , yellow = 50"
2195,"red = 10 , blue = 40 , purple = 50 , yellow = 10"
2196,"red = 10 , blue = 40 , purple = 50 , yellow = 20"
2197,"red = 10 , blue = 40 , purple = 50 , yellow = 30"
2198,"red = 10 , blue = 40 , purple = 50 , yellow = 40"
2199,"red = 10 , blue = 40 , purple = 50 , yellow = 50"
2200,"red = 10 , blue = 50 , green = 10 , purple = 10"
2201,"red = 10 , blue = 50 , green = 10 , purple = 20"
2202,"red = 10 , blue = 50 , green = 10 , purple = 30"
2203,"red = 10 , blue = 50 , green = 10 , purple = 40"
2204,"red = 10 , blue = 50 , green = 10 , purple = 50"
2205,"red = 10 , blue = 50 , green = 10 , yellow = 10"
2206,"red = 10 , blue = 50 , green = 10 , yellow = 20"
2207,"red = 10 , blue = 50 , green = 10 , yellow = 30"
2208,"red = 10 , blue = 50 , green = 10 , yellow = 40"
2209,"red = 10 , blue = 50 , green = 10 , yellow = 50"
2210,"red = 10 , blue = 50 , green = 20 , purple = 10"
2211,"red = 10 , blue = 50 , green = 20 , purple = 20"
2212,"red = 10 , blue = 50 , green = 20 , purple = 30"
2213,"red = 10 , blue = 50 , green = 20 , purple = 40"
2214,"red = 10 , blue = 50 , green = 20 , purple = 50"
2215,"red = 10 , blue = 50 , green = 20 , yellow = 10"
2216,"red = 10 , blue = 50 , green = 20 , yellow = 20"
2217,"red = 10 , blue = 50 , green = 20 , yellow = 30"
2218,"red = 10 , blue = 50 , green = 20 , yellow = 40"
2219,"red = 10 , blue = 50 , green = 20 , yellow = 50"
2220,"red = 10 , blue = 50 , green = 30 , purple = 10"
2221,"red = 10 , blue = 50 , green = 30 , purple = 20"
2222,"red = 10 , blue = 50 , green = 30 , purple = 30"
2223,"red = 10 , blue = 50 , green = 30 , purple = 40"
2224,"red = 10 , blue = 50 , green = 30 , purple = 50"
2225,"red = 10 , blue = 50 , green = 30 , yellow = 10"
2226,"red = 10 , blue = 50 , green = 30 , yellow = 20"
2227,"red = 10 , blue = 50 , green = 30 , yellow = 30"
2228,"red = 10 , blue = 50 , green = 30 , yellow = 40"
2229,"red = 10 , blue = 50 , green = 30 , yellow = 50"
2230,"red = 10 , blue = 50 , green = 40 , purple = 10"
2231,"red = 10 , blue = 50 , green = 40 , purple = 20"
2232,"red = 10 , blue = 50 , green = 40 , purple = 30"
2233,"red = 10 , blue = 50 , green = 40 , purple = 40"
2234,"red = 10 , blue = 50 , green = 40 , purple = 50"
2235,"red = 10 , blue = 50 , green = 40 , yellow = 10"
2236,"red = 10 , blue = 50 , green = 40 , yellow = 20"
2237,"red = 10 , blue = 50 , green = 40 , yellow = 30"
2238,"red = 10 , blue = 50 , green = 40 , yellow = 40"
2239,"red = 10 , blue = 50 , green = 40 , yellow = 50"
2240,"red = 10 , blue = 50 , green = 50 , purple = 10"
2241,"red = 10 , blue = 50 , green = 50 , purple = 20"
2242,"red = 10 , blue = 50 , green = 50 , purple = 30"
2243,"red = 10 , blue = 50 , green = 50 , purple = 40"
2244,"red = 10 , blue = 50 , green = 50 , purple = 50"
2245,"red = 10 , blue = 50 , green = 50 , yellow = 10"
2246,"red = 10 , blue = 50 , green = 50 , yellow = 20"
2247,"red = 10 , blue = 50 , green = 50 , yellow = 30"
2248,"red = 10 , blue = 50 , green = 50 , yellow = 40"
2249,"red = 10 , blue = 50 , green = 50 , yellow = 50"
2250,"red = 10 , blue = 50 , purple = 10 , yellow = 10"
2251,"red = 10 , blue = 50 , purple = 10 , yellow = 20"
2252,"red = 10 , blue = 50 , purple = 10 , yellow = 30"
2253,"red = 10 , blue = 50 , purple = 10 , yellow = 40"
2254,"red = 10 , blue = 50 , purple = 10 , yellow = 50"
2255,"red = 10 , blue = 50 , purple = 20 , yellow = 10"
2256,"red = 10 , blue = 50 , purple = 20 , yellow = 20"
2257,"red = 10 , blue = 50 , purple = 20 , yellow = 30"
2258,"red = 10 , blue = 50 , purple = 20 , yellow = 40"
2259,"red = 10 , blue = 50 , purple = 20 , yellow = 50"
2260,"red = 10 , blue = 50 , purple = 30 , yellow = 10"
2261,"red = 10 , blue = 50 , purple = 30 , yellow = 20"
2262,"red = 10 , blue = 50 , purple = 30 , yellow = 30"
2263,"red = 10 , blue = 50 , purple = 30 , yellow = 40"
2264,"red = 10 , blue = 50 , purple = 30 , yellow = 50"
2265,"red = 10 , blue = 50 , purple = 40 , yellow = 10"
2266,"red = 10 , blue = 50 , purple = 40 , yellow = 20"
2267,"red = 10 , blue = 50 , purple = 40 , yellow = 30"
2268,"red = 10 , blue = 50 , purple = 40 , yellow = 40"
2269,"red = 10 , blue = 50 , purple = 40 , yellow = 50"
2270,"red = 10 , blue = 50 , purple = 50 , yellow = 10"
2271,"red = 10 , blue = 50 , purple = 50 , yellow = 20"
2272,"red = 10 , blue = 50 , purple = 50 , yellow = 30"
2273,"red = 10 , blue = 50 , purple = 50 , yellow = 40"
2274,"red = 10 , blue = 50 , purple = 50 , yellow = 50"
2275,"red = 10 , green = 10 , purple = 10 , yellow = 10"
2276,"red = 10 , green = 10 , purple = 10 , yellow = 20"
2277,"red = 10 , green = 10 , purple = 10 , yellow = 30"
2278,"red = 10 , green = 10 , purple = 10 , yellow = 40"
2279,"red = 10 , green = 10 , purple = 10 , yellow = 50"
2280,"red = 10 , green = 10 , purple = 20 , yellow = 10"
2281,"red = 10 , green = 10 , purple = 20 , yellow = 20"
2282,"red = 10 , green = 10 , purple = 20 , yellow = 30"
2283,"red = 10 , green = 10 , purple = 20 , yellow = 40"
2284,"red = 10 , green = 10 , purple = 20 , yellow = 50"
2285,"red = 10 , green = 10 , purple = 30 , yellow = 10"
2286,"red = 10 , green = 10 , purple = 30 , yellow = 20"
2287,"red = 10 , green = 10 , purple = 30 , yellow = 30"
2288,"red = 10 , green = 10 , purple = 30 , yellow = 40"
2289,"red = 10 , green = 10 , purple = 30 , yellow = 50"
2290,"red = 10 , green = 10 , purple = 40 , yellow = 10"
2291,"red = 10 , green = 10 , purple = 40 , yellow = 20"
2292,"red = 10 , green = 10 , purple = 40 , yellow = 30"
2293,"red = 10 , green = 10 , purple = 40 , yellow = 40"
2294,"red = 10 , green = 10 , purple = 40 , yellow = 50"
2295,"red = 10 , green = 10 , purple = 50 , yellow = 10"
2296,"red = 10 , green = 10 , purple = 50 , yellow = 20"
2297,"red = 10 , green = 10 , purple = 50 , yellow = 30"
2298,"red = 10 , green = 10 , purple = 50 , yellow = 40"
2299,"red = 10 , green = 10 , purple = 50 , yellow = 50"
2300,"red = 10 , green = 20 , purple = 10 , yellow = 10"
2301,"red = 10 , green = 20 , purple = 10 , yellow = 20"
2302,"red = 10 , green = 20 , purple = 10 , yellow = 30"
2303,"red = 10 , green = 20 , purple = 10 , yellow = 40"
2304,"red = 10 , green = 20 , purple = 10 , yellow = 50"
2305,"red = 10 , green = 20 , purple = 20 , yellow = 10"
2306,"red = 10 , green = 20 , purple = 20 , yellow = 20"
2307,"red = 10 , green = 20 , purple = 20 , yellow = 30"
2308,"red = 10 , green = 20 , purple = 20 , yellow = 40"
2309,"red = 10 , green = 20 , purple = 20 , yellow = 50"
2310,"red = 10 , green = 20 , purple = 30 , yellow = 10"
2311,"red = 10 , green = 20 , purple = 30 , yellow = 20"
2312,"red = 10 , green = 20 , purple = 30 , yellow = 30"
2313,"red = 10 , green = 20 , purple = 30 , yellow = 40"
2314,"red = 10 , green = 20 , purple = 30 , yellow = 50"
2315,"red = 10 , green = 20 , purple = 40 , yellow = 10"
2316,"red = 10 , green = 20 , purple = 40 , yellow = 20"
2317,"red = 10 , green = 20 , purple = 40 , yellow = 30"
2318,"red = 10 , green = 20 , purple = 40 , yellow = 40"
2319,"red = 10 , green = 20 , purple = 40 , yellow = 50"
2320,"red = 10 , green = 20 , purple = 50 , yellow = 10"
2321,"red = 10 , green = 20 , purple = 50 , yellow = 20"
2322,"red = 10 , green = 20 , purple = 50 , yellow = 30"
2323,"red = 10 , green = 20 , purple = 50 , yellow = 40"
2324,"red = 10 , green = 20 , purple = 50 , yellow = 50"
2325,"red = 10 , green = 30 , purple = 10 , yellow = 10"
2326,"red = 10 , green = 30 , purple = 10 , yellow = 20"
2327,"red = 10 , green = 30 , purple = 10 , yellow = 30"
2328,"red = 10 , green = 30 , purple = 10 , yellow = 40"
2329,"red = 10 , green = 30 , purple = 10 , yellow = 50"
2330,"red = 10 , green = 30 , purple = 20 , yellow = 10"
2331,"red = 10 , green = 30 , purple = 20 , yellow = 20"
2332,"red = 10 , green = 30 , purple = 20 , yellow = 30"
